Datum;Reihenfolge;Zahl1;Zahl2;Zahl3;Zahl4;Zahl5;Zahl6;ZZ;Zusatzzahl;Rang_1_5;Anzahl_1_5;a_1_5;Quote_1_5;Rang_2_6;Anzahl_2_6;a_2_6;Quote_2_6;Rang_3_7;Anzahl_3_7;a_3_7;Quote_3_7;Rang_4_8;Anzahl_4_8;a_4_8;Quote_4_8;
24.02.;aufsteigend;7;11;19;27;41;45;ZZ;33;6er;               1;à;       1.000.000,00;5er + ZZ;               2;à;          49.849,30;5er;             102;à;           1.066,20;4er + ZZ;             233;à;             140,00;
24.02.;;;;;;;;;;4er;           4.465;à;              40,50;3er + ZZ;           5.958;à;              13,60;3er;          70.180;à;               4,60;ZZ;         188.686;à;               1,20;
28.02.;aufsteigend;10;13;20;27;33;35;ZZ;36;6er;JP;;         832.504,60;5er + ZZ;               3;à;          38.156,40;5er;              99;à;           1.261,30;4er + ZZ;             206;à;             181,80;
28.02.;;;;;;;;;;4er;           4.864;à;              42,70;3er + ZZ;           5.687;à;              16,40;3er;          77.006;à;               4,80;ZZ;         200.280;à;               1,20;
03.03.;aufsteigend;1;6;7;13;17;37;ZZ;45;6er;DJP;;       1.719.492,30;5er + ZZ;               1;à;         121.960,80;5er;             132;à;           1.007,90;4er + ZZ;             393;à;             101,50;
03.03.;;;;;;;;;;4er;           5.957;à;              37,20;3er + ZZ;           7.196;à;              13,80;3er;          86.498;à;               4,60;ZZ;         217.772;à;               1,20;
07.03.;aufsteigend;11;14;15;18;25;32;ZZ;36;6er;               1;à;       2.843.304,40;5er + ZZ;               4;à;          38.631,00;5er;             123;à;           1.370,50;4er + ZZ;             249;à;             203,00;
07.03.;;;;;;;;;;4er;           5.592;à;              50,20;3er + ZZ;           7.345;à;              17,20;3er;          92.867;à;               5,40;ZZ;         274.473;à;               1,20;
10.03.;aufsteigend;5;13;25;26;37;40;ZZ;15;6er;JP;;         699.196,30;5er + ZZ;               6;à;          16.023,20;5er;              69;à;           1.519,90;4er + ZZ;             203;à;             154,90;
10.03.;;;;;;;;;;4er;           3.431;à;              50,90;3er + ZZ;           5.051;à;              15,50;3er;          57.455;à;               5,50;ZZ;         182.250;à;               1,20;
12.03.;aufsteigend;4;17;27;32;39;45;ZZ;34;6er;DJP;;       1.448.613,70;5er + ZZ;               1;à;         103.044,80;5er;             101;à;           1.112,90;4er + ZZ;             244;à;             138,20;
12.03.;;;;;;;;;;4er;           4.551;à;              41,10;3er + ZZ;           5.756;à;              14,60;3er;          69.545;à;               4,80;ZZ;         177.509;à;               1,20;
14.03.;aufsteigend;15;16;18;23;25;35;ZZ;34;6er;3JP;;       2.284.756,10;5er + ZZ;               1;à;         114.969,50;5er;              88;à;           1.425,20;4er + ZZ;             213;à;             176,60;
14.03.;;;;;;;;;;4er;           4.091;à;              51,00;3er + ZZ;           5.529;à;              17,00;3er;          69.298;à;               5,40;ZZ;         207.549;à;               1,20;
17.03.;aufsteigend;6;10;18;21;32;33;ZZ;29;6er;4JP;;       3.367.644,10;5er + ZZ;               5;à;          29.779,40;5er;             142;à;           1.143,80;4er + ZZ;             401;à;             121,50;
17.03.;;;;;;;;;;4er;           5.955;à;              45,40;3er + ZZ;           8.534;à;              14,20;3er;          96.437;à;               5,00;ZZ;         281.205;à;               1,20;
21.03.;aufsteigend;8;26;35;39;40;45;ZZ;21;6er;               2;à;       2.408.196,30;5er + ZZ;               3;à;          66.400,90;5er;             145;à;           1.498,70;4er + ZZ;             602;à;             108,20;
21.03.;;;;;;;;;;4er;           7.716;à;              46,90;3er + ZZ;          10.826;à;              15,00;3er;         125.763;à;               5,20;ZZ;         394.386;à;               1,20;
24.03.;aufsteigend;4;6;8;13;19;27;ZZ;15;6er;JP;;         678.677,30;5er + ZZ;               2;à;          46.659,00;5er;             168;à;             605,90;4er + ZZ;             278;à;             109,80;
24.03.;;;;;;;;;;4er;           5.723;à;              29,60;3er + ZZ;           5.639;à;              13,50;3er;          76.074;à;               4,00;ZZ;         169.613;à;               1,20;
28.03.;aufsteigend;3;11;24;27;29;45;ZZ;35;6er;DJP;;       1.626.272,00;5er + ZZ;               1;à;         130.294,20;5er;             120;à;           1.184,40;4er + ZZ;             258;à;             165,20;
28.03.;;;;;;;;;;4er;           5.825;à;              40,60;3er + ZZ;           6.648;à;              16,00;3er;          92.218;à;               4,60;ZZ;         228.514;à;               1,20;
31.03.;aufsteigend;1;2;13;18;22;42;ZZ;39;6er;3JP;;       2.572.677,80;5er + ZZ;               4;à;          32.532,60;5er;              89;à;           1.595,00;4er + ZZ;             258;à;             165,00;
31.03.;;;;;;;;;;4er;           4.777;à;              49,50;3er + ZZ;           6.254;à;              17,00;3er;          81.586;à;               5,20;ZZ;         248.733;à;               1,20;
04.04.;aufsteigend;11;18;30;31;44;45;ZZ;3;6er;               1;à;       3.838.710,30;5er + ZZ;               9;à;          19.342,10;5er;             109;à;           1.742,20;4er + ZZ;             366;à;             155,60;
04.04.;;;;;;;;;;4er;           5.954;à;              53,10;3er + ZZ;           9.464;à;              15,00;3er;         101.317;à;               5,60;ZZ;         377.989;à;               1,20;
07.04.;aufsteigend;12;17;26;27;43;44;ZZ;2;6er;JP;;         647.299,00;5er + ZZ;               1;à;          89.003,60;5er;              65;à;           1.493,70;4er + ZZ;             209;à;             139,30;
07.04.;;;;;;;;;;4er;           3.671;à;              44,00;3er + ZZ;           5.116;à;              14,20;3er;          60.310;à;               4,80;ZZ;         174.950;à;               1,20;
09.04.;aufsteigend;9;16;20;21;33;37;ZZ;31;6er;DJP;;       1.358.561,50;5er + ZZ;JP;;          97.798,50;5er;              83;à;           1.285,40;4er + ZZ;             180;à;             177,80;
09.04.;;;;;;;;;;4er;           3.947;à;              45,00;3er + ZZ;           4.623;à;              17,30;3er;          63.422;à;               5,00;ZZ;         170.437;à;               1,20;
11.04.;aufsteigend;1;4;7;17;36;38;ZZ;6;6er;3JP;;       2.173.589,70;5er + ZZ;               2;à;         104.932,40;5er;              91;à;           1.343,40;4er + ZZ;             244;à;             150,30;
11.04.;;;;;;;;;;4er;           4.494;à;              45,30;3er + ZZ;           6.476;à;              14,10;3er;          74.584;à;               4,90;ZZ;         224.109;à;               1,20;
14.04.;aufsteigend;3;4;6;12;40;43;ZZ;45;6er;               1;à;       3.224.057,70;5er + ZZ;               2;à;          72.219,60;5er;             141;à;           1.117,50;4er + ZZ;             328;à;             144,10;
14.04.;;;;;;;;;;4er;           5.910;à;              44,40;3er + ZZ;           7.619;à;              15,50;3er;          99.859;à;               4,70;ZZ;         258.655;à;               1,20;
18.04.;aufsteigend;3;15;21;22;29;32;ZZ;17;6er;JP;;         789.170,20;5er + ZZ;               1;à;         108.510,90;5er;             102;à;           1.160,50;4er + ZZ;             242;à;             146,70;
18.04.;;;;;;;;;;4er;           4.775;à;              41,30;3er + ZZ;           6.398;à;              13,80;3er;          74.488;à;               4,70;ZZ;         216.973;à;               1,20;
21.04.;aufsteigend;11;13;15;16;38;39;ZZ;7;6er;DJP;;       1.608.201,80;5er + ZZ;               1;à;         112.616,80;5er;              80;à;           1.535,60;4er + ZZ;             204;à;             180,60;
21.04.;;;;;;;;;;4er;           3.871;à;              52,80;3er + ZZ;           5.904;à;              15,60;3er;          66.083;à;               5,60;ZZ;         242.625;à;               1,20;
25.04.;aufsteigend;9;11;13;14;37;38;ZZ;26;6er;               2;à;       1.321.686,40;5er + ZZ;               1;à;         142.336,00;5er;             109;à;           1.424,50;4er + ZZ;             292;à;             159,50;
25.04.;;;;;;;;;;4er;           4.820;à;              53,60;3er + ZZ;           7.322;à;              15,90;3er;          83.981;à;               5,50;ZZ;         283.935;à;               1,20;
28.04.;aufsteigend;9;11;12;14;24;26;ZZ;22;6er;               1;à;       1.000.000,00;5er + ZZ;               1;à;          87.860,20;5er;             101;à;             948,90;4er + ZZ;             300;à;              95,80;
28.04.;;;;;;;;;;4er;           4.447;à;              35,90;3er + ZZ;           5.709;à;              12,50;3er;          64.480;à;               4,40;ZZ;         158.528;à;               1,20;
02.05.;aufsteigend;4;6;7;17;18;38;ZZ;19;6er;JP;;         731.568,00;5er + ZZ;               7;à;          14.370,00;5er;              90;à;           1.219,20;4er + ZZ;             257;à;             128,00;
02.05.;;;;;;;;;;4er;           4.332;à;              42,20;3er + ZZ;           6.601;à;              12,40;3er;          69.106;à;               4,70;ZZ;         187.868;à;               1,20;
05.05.;aufsteigend;20;29;30;40;44;45;ZZ;19;6er;DJP;;       1.552.131,30;5er + ZZ;JP;;         112.827,40;5er;             131;à;             939,50;4er + ZZ;             235;à;             157,10;
05.05.;;;;;;;;;;4er;           5.154;à;              39,80;3er + ZZ;           5.407;à;              17,00;3er;          68.190;à;               5,40;ZZ;         234.801;à;               1,20;
09.05.;aufsteigend;3;7;16;25;39;45;ZZ;18;6er;3JP;;       2.627.717,10;5er + ZZ;               3;à;          86.906,80;5er;             161;à;           1.002,00;4er + ZZ;             317;à;             152,60;
09.05.;;;;;;;;;;4er;           6.471;à;              41,50;3er + ZZ;           7.660;à;              15,70;3er;          99.228;à;               4,90;ZZ;         268.508;à;               1,20;
12.05.;aufsteigend;3;4;8;18;27;34;ZZ;35;6er;4JP;;       3.748.807,30;5er + ZZ;               2;à;          77.074,90;5er;             149;à;           1.128,60;4er + ZZ;             306;à;             164,80;
12.05.;;;;;;;;;;4er;           7.079;à;              39,50;3er + ZZ;           8.094;à;              15,50;3er;         111.354;à;               4,50;ZZ;         273.240;à;               1,20;
14.05.;aufsteigend;4;8;17;18;38;44;ZZ;28;6er;5JP;;       4.623.071,80;5er + ZZ;              16;à;           7.513,20;5er;             115;à;           1.140,30;4er + ZZ;             460;à;              85,50;
14.05.;;;;;;;;;;4er;           4.983;à;              43,80;3er + ZZ;           7.916;à;              12,40;3er;          77.624;à;               5,00;ZZ;         236.246;à;               1,20;
16.05.;aufsteigend;5;6;8;16;22;42;ZZ;10;6er;               2;à;       2.855.026,30;5er + ZZ;               2;à;          74.729,90;5er;             163;à;           1.000,20;4er + ZZ;             403;à;             121,30;
16.05.;;;;;;;;;;4er;           6.548;à;              41,50;3er + ZZ;           9.940;à;              12,30;3er;         103.678;à;               4,70;ZZ;         293.261;à;               1,20;
19.05.;aufsteigend;3;4;17;22;27;41;ZZ;44;6er;JP;;         635.734,60;5er + ZZ;               3;à;          29.137,80;5er;              90;à;           1.059,50;4er + ZZ;             178;à;             160,70;
19.05.;;;;;;;;;;4er;           4.246;à;              37,40;3er + ZZ;           4.761;à;              15,00;3er;          65.035;à;               4,40;ZZ;         145.506;à;               1,20;
23.05.;aufsteigend;1;17;20;32;35;36;ZZ;19;6er;               2;à;         773.311,10;5er + ZZ;               1;à;         125.247,00;5er;              79;à;           1.729,50;4er + ZZ;             216;à;             189,70;
23.05.;;;;;;;;;;4er;           4.326;à;              52,60;3er + ZZ;           5.764;à;              17,70;3er;          72.957;à;               5,60;ZZ;         254.950;à;               1,20;
26.05.;aufsteigend;6;8;11;17;21;33;ZZ;2;6er;               2;à;         500.000,00;5er + ZZ;               3;à;          27.702,50;5er;             124;à;             731,10;4er + ZZ;             267;à;             101,80;
26.05.;;;;;;;;;;4er;           4.577;à;              33,00;3er + ZZ;           6.526;à;              10,40;3er;          66.271;à;               4,10;ZZ;         152.649;à;               1,20;
30.05.;aufsteigend;4;10;17;28;42;44;ZZ;14;6er;               1;à;       1.000.000,00;5er + ZZ;               2;à;          50.574,70;5er;              79;à;           1.396,70;4er + ZZ;             237;à;             139,60;
30.05.;;;;;;;;;;4er;           4.422;à;              41,50;3er + ZZ;           5.761;à;              14,30;3er;          68.102;à;               4,80;ZZ;         179.602;à;               1,20;
02.06.;aufsteigend;10;12;23;26;32;40;ZZ;16;6er;               1;à;       1.000.000,00;5er + ZZ;               3;à;          29.706,60;5er;              69;à;           1.409,00;4er + ZZ;             175;à;             166,60;
02.06.;;;;;;;;;;4er;           3.788;à;              42,70;3er + ZZ;           4.918;à;              14,80;3er;          58.961;à;               4,90;ZZ;         165.924;à;               1,20;
06.06.;aufsteigend;24;27;29;32;35;45;ZZ;6;6er;               1;à;       1.000.000,00;5er + ZZ;JP;;          96.498,80;5er;              65;à;           1.619,50;4er + ZZ;             154;à;             205,00;
06.06.;;;;;;;;;;4er;           3.446;à;              50,90;3er + ZZ;           4.674;à;              16,80;3er;          56.835;à;               5,50;ZZ;         209.809;à;               1,20;
09.06.;aufsteigend;3;9;24;38;39;42;ZZ;29;6er;JP;;         613.693,10;5er + ZZ;               4;à;          45.220,40;5er;              78;à;           1.180,10;4er + ZZ;             180;à;             153,40;
09.06.;;;;;;;;;;4er;           3.240;à;              47,30;3er + ZZ;           4.321;à;              15,90;3er;          54.075;à;               5,10;ZZ;         158.082;à;               1,20;
13.06.;aufsteigend;1;4;5;13;16;20;ZZ;3;6er;               2;à;         734.228,50;5er + ZZ;               2;à;          58.765,00;5er;             147;à;             872,20;4er + ZZ;             384;à;             100,10;
13.06.;;;;;;;;;;4er;           5.442;à;              39,20;3er + ZZ;          10.036;à;               9,50;3er;          82.353;à;               4,60;ZZ;         246.394;à;               1,20;
16.06.;aufsteigend;7;10;21;22;40;43;ZZ;37;6er;JP;;         602.459,40;5er + ZZ;               2;à;          41.419,00;5er;              62;à;           1.457,50;4er + ZZ;             150;à;             180,70;
16.06.;;;;;;;;;;4er;           3.299;à;              45,60;3er + ZZ;           4.015;à;              16,80;3er;          55.318;à;               4,90;ZZ;         131.257;à;               1,20;
20.06.;aufsteigend;4;7;8;19;23;42;ZZ;40;6er;DJP;;       1.427.936,60;5er + ZZ;               6;à;          18.917,10;5er;             141;à;             878,10;4er + ZZ;             253;à;             146,80;
20.06.;;;;;;;;;;4er;           5.871;à;              35,10;3er + ZZ;           5.878;à;              15,70;3er;          83.237;à;               4,40;ZZ;         200.667;à;               1,20;
23.06.;aufsteigend;4;5;10;36;42;45;ZZ;19;6er;               2;à;       1.128.951,20;5er + ZZ;               4;à;          28.530,00;5er;             105;à;           1.185,60;4er + ZZ;             277;à;             134,80;
23.06.;;;;;;;;;;4er;           4.206;à;              49,30;3er + ZZ;           6.738;à;              13,80;3er;          71.599;à;               5,20;ZZ;         215.919;à;               1,20;
27.06.;aufsteigend;16;20;24;27;30;39;ZZ;23;6er;JP;;         695.725,10;5er + ZZ;               5;à;          19.132,40;5er;              75;à;           1.391,40;4er + ZZ;             172;à;             182,00;
27.06.;;;;;;;;;;4er;           3.621;à;              48,00;3er + ZZ;           4.678;à;              16,70;3er;          61.306;à;               5,10;ZZ;         186.180;à;               1,20;
30.06.;aufsteigend;4;5;11;22;41;44;ZZ;7;6er;DJP;;       1.439.719,30;5er + ZZ;               6;à;          17.049,80;5er;              86;à;           1.297,60;4er + ZZ;             312;à;             107,30;
30.06.;;;;;;;;;;4er;           4.250;à;              43,70;3er + ZZ;           6.803;à;              12,30;3er;          67.298;à;               5,00;ZZ;         213.463;à;               1,20;
04.07.;aufsteigend;7;13;23;33;35;40;ZZ;5;6er;               1;à;       2.421.629,00;5er + ZZ;               1;à;         135.012,50;5er;             142;à;           1.037,20;4er + ZZ;             291;à;             151,80;
04.07.;;;;;;;;;;4er;           5.723;à;              42,80;3er + ZZ;           7.957;à;              13,80;3er;          87.686;à;               5,00;ZZ;         289.327;à;               1,20;
07.07.;aufsteigend;2;5;7;12;25;32;ZZ;19;6er;               1;à;       1.000.000,00;5er + ZZ;               4;à;          21.202,10;5er;             114;à;             811,50;4er + ZZ;             266;à;             104,30;
07.07.;;;;;;;;;;4er;           4.364;à;              35,30;3er + ZZ;           6.454;à;              10,70;3er;          62.457;à;               4,40;ZZ;         154.407;à;               1,20;
09.07.;aufsteigend;4;5;15;28;42;43;ZZ;23;6er;JP;;         564.629,10;5er + ZZ;               2;à;          38.818,20;5er;              59;à;           1.435,40;4er + ZZ;             158;à;             160,80;
09.07.;;;;;;;;;;4er;           3.117;à;              45,20;3er + ZZ;           4.356;à;              14,50;3er;          51.034;à;               5,00;ZZ;         144.980;à;               1,20;
11.07.;aufsteigend;1;8;13;23;30;40;ZZ;12;6er;               1;à;       1.204.870,50;5er + ZZ;               3;à;          29.344,30;5er;              85;à;           1.129,80;4er + ZZ;             212;à;             135,90;
11.07.;;;;;;;;;;4er;           3.693;à;              43,30;3er + ZZ;           5.260;à;              13,60;3er;          57.873;à;               5,00;ZZ;         177.226;à;               1,20;
14.07.;aufsteigend;10;13;23;34;37;40;ZZ;17;6er;JP;;         578.532,20;5er + ZZ;               1;à;          79.548,10;5er;              68;à;           1.276,10;4er + ZZ;             152;à;             171,20;
14.07.;;;;;;;;;;4er;           2.966;à;              48,70;3er + ZZ;           4.125;à;              15,70;3er;          46.557;à;               5,60;ZZ;         169.505;à;               1,20;
18.07.;aufsteigend;6;11;16;29;44;45;ZZ;10;6er;DJP;;       1.405.556,40;5er + ZZ;               2;à;          56.857,90;5er;             112;à;           1.107,60;4er + ZZ;             253;à;             147,00;
18.07.;;;;;;;;;;4er;           4.735;à;              43,60;3er + ZZ;           6.423;à;              14,40;3er;          74.376;à;               5,00;ZZ;         236.483;à;               1,20;
21.07.;aufsteigend;7;12;28;31;35;40;ZZ;19;6er;               1;à;       2.255.820,60;5er + ZZ;               5;à;          23.382,20;5er;              80;à;           1.594,20;4er + ZZ;             256;à;             149,40;
21.07.;;;;;;;;;;4er;           4.545;à;              46,70;3er + ZZ;           6.483;à;              14,70;3er;          74.790;à;               5,10;ZZ;         226.100;à;               1,20;
25.07.;aufsteigend;9;12;17;30;31;43;ZZ;11;6er;JP;;         712.782,00;5er + ZZ;               1;à;          98.007,50;5er;              76;à;           1.406,80;4er + ZZ;             215;à;             149,10;
25.07.;;;;;;;;;;4er;           3.703;à;              48,10;3er + ZZ;           5.256;à;              15,20;3er;          61.859;à;               5,20;ZZ;         206.456;à;               1,20;
28.07.;aufsteigend;5;8;9;19;25;37;ZZ;16;6er;               2;à;         735.793,30;5er + ZZ;               3;à;          34.778,50;5er;             120;à;             948,50;4er + ZZ;             232;à;             147,10;
28.07.;;;;;;;;;;4er;           5.070;à;              37,40;3er + ZZ;           6.039;à;              14,10;3er;          74.523;à;               4,60;ZZ;         195.065;à;               1,20;
01.08.;aufsteigend;8;13;19;20;26;45;ZZ;9;6er;JP;;         724.583,00;5er + ZZ;               3;à;          33.210,00;5er;              70;à;           1.552,60;4er + ZZ;             228;à;             143,00;
01.08.;;;;;;;;;;4er;           3.887;à;              46,60;3er + ZZ;           5.903;à;              13,80;3er;          64.128;à;               5,10;ZZ;         204.243;à;               1,20;
04.08.;aufsteigend;11;14;18;42;44;45;ZZ;27;6er;DJP;;       1.498.999,40;5er + ZZ;               1;à;         106.482,20;5er;              70;à;           1.659,40;4er + ZZ;             221;à;             157,60;
04.08.;;;;;;;;;;4er;           3.492;à;              55,40;3er + ZZ;           5.725;à;              15,20;3er;          61.785;à;               5,60;ZZ;         224.020;à;               1,20;
08.08.;aufsteigend;3;17;27;30;40;41;ZZ;19;6er;               2;à;       1.233.821,30;5er + ZZ;               5;à;          26.637,60;5er;             165;à;             880,50;4er + ZZ;             307;à;             141,90;
08.08.;;;;;;;;;;4er;           5.830;à;              41,50;3er + ZZ;           7.526;à;              14,40;3er;          90.921;à;               4,80;ZZ;         260.905;à;               1,20;
11.08.;aufsteigend;1;3;8;28;37;38;ZZ;4;6er;JP;;         608.749,70;5er + ZZ;               2;à;          41.851,50;5er;              70;à;           1.304,40;4er + ZZ;             153;à;             179,00;
11.08.;;;;;;;;;;4er;           3.241;à;              46,90;3er + ZZ;           4.853;à;              14,10;3er;          52.819;à;               5,20;ZZ;         172.928;à;               1,20;
13.08.;aufsteigend;3;6;19;41;43;45;ZZ;5;6er;DJP;;       1.273.564,20;5er + ZZ;               1;à;          91.412,00;5er;              75;à;           1.329,60;4er + ZZ;             253;à;             118,20;
13.08.;;;;;;;;;;4er;           3.733;à;              44,50;3er + ZZ;           5.600;à;              13,30;3er;          60.566;à;               4,90;ZZ;         195.253;à;               1,20;
15.08.;aufsteigend;5;20;21;28;33;35;ZZ;39;6er;               2;à;         989.064,50;5er + ZZ;               5;à;          19.375,50;5er;              86;à;           1.228,80;4er + ZZ;             217;à;             146,10;
15.08.;;;;;;;;;;4er;           3.951;à;              44,50;3er + ZZ;           5.285;à;              14,90;3er;          65.631;à;               4,80;ZZ;         177.235;à;               1,20;
18.08.;aufsteigend;22;27;30;39;41;42;ZZ;17;6er;JP;;         579.657,70;5er + ZZ;               2;à;          39.851,40;5er;              54;à;           1.610,10;4er + ZZ;             179;à;             145,70;
18.08.;;;;;;;;;;4er;           2.840;à;              51,00;3er + ZZ;           4.488;à;              14,50;3er;          46.944;à;               5,50;ZZ;         164.247;à;               1,20;
22.08.;aufsteigend;8;10;15;18;19;33;ZZ;26;6er;DJP;;       1.406.493,30;5er + ZZ;               4;à;          28.422,40;5er;             100;à;           1.240,20;4er + ZZ;             247;à;             150,60;
22.08.;;;;;;;;;;4er;           4.813;à;              42,90;3er + ZZ;           6.940;à;              13,40;3er;          78.001;à;               4,70;ZZ;         221.171;à;               1,20;
