1986 Lotto - Beträge in ATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Zahlen in ;;;;;;;;Sechser;;;Fünfer + Zz;;;Fünfer;;;Vierer;;;Dreier;;;Zahlen in ;;;;;;;
Datum;;aufsteigender Reihenfolge;;;;;;;;Anzahl    ;;Quote;Anzahl ;;Quote;Anzahl;;Quote;Anzahl;;Quote;Anzahl;;Quote;gezogener Reihenfolge;;;;;;;
 Datum;;aufsteigender Reihenfolge;;;;;;;;Anzahl    ;;Quote;Anzahl ;;Quote;Anzahl;;Quote;Anzahl;;Quote;Anzahl;;Quote;gezogener Reihenfolge;;;;;;;
So.;03.07.;10;16;18;28;37;40;Zz:;15;1;à;11.081.620,00;5;à;738.774,00;421;à;13.161,00;22.431;à;329;333.757;à;27;40;28;16;18;10;37;Zz:;15
So.;10.07.;2;7;11;27;32;43;Zz:;10;1;à;10.885.957,00;4;à;907.163,00;295;à;18.450,00;16.544;à;438;296.458;à;30;27;11;43;2;7;32;Zz:;10
So.;17.07.;5;10;14;20;29;34;Zz:;37;6;à;1.788.118,00;24;à;149.009,00;679;à;7.900,00;28.190;à;253;413.951;à;21;34;10;14;29;5;20;Zz:;37
So.;24.07.;2;12;14;27;35;41;Zz:;43;2;à;5.078.609,00;8;à;423.217,00;414;à;12.267,00;17.319;à;390;283.318;à;29;41;27;35;2;14;12;Zz:;43
So.;31.07.;9;11;23;34;42;43;Zz:;21;3;à;3.373.916,00;30;à;112.463,00;595;à;8.505,00;23.165;à;291;266.471;à;31;23;11;43;42;9;34;Zz:;21
So.;07.08.;1;4;11;33;34;42;Zz:;32;2;à;5.193.240,00;2;à;1.731.080,00;157;à;33.077,00;15.833;à;437;244.278;à;35;11;33;1;34;4;42;Zz:;32
So.;14.08.;4;9;10;16;18;32;Zz:;39;JP;;10.078.870,00;5;à;671.924,00;288;à;17.498,00;17.500;à;383;324.150;à;25;16;9;18;4;32;10;Zz:;39
So.;21.08.;12;24;26;37;42;43;Zz:;17;DJP;;23.484.411,00;6;à;744.752,00;223;à;30.057,00;13.390;à;667;260.226;à;42;37;43;24;26;12;42;Zz:;17
So.;28.08.;3;22;23;28;35;45;Zz:;34;1;à;47.714.491,00;11;à;734.244,00;567;à;21.366,00;36.360;à;444;699.468;à;28;22;45;23;28;3;35;Zz:;34
So.;04.09.;3;22;38;39;42;43;Zz:;6;JP;;11.351.878,00;2;à;1.891.979,00;149;à;38.093,00;12.523;à;604;227.228;à;41;39;43;42;38;22;3;Zz:;6
So.;11.09.;3;9;12;16;22;41;Zz:;2;3;à;9.759.498,00;4;à;1.493.884,00;644;à;13.918,00;34.662;à;344;561.524;à;26;16;12;9;22;3;41;Zz:;2
So.;18.09.;1;25;27;36;39;43;Zz:;9;1;à;12.014.065,00;10;à;400.468,00;683;à;8.795,00;13.117;à;610;250.778;à;39;39;25;27;1;43;36;Zz:;9
So.;25.09.;4;9;15;23;26;32;Zz:;35;4;à;2.830.564,00;41;à;92.050,00;705;à;8.029,00;30.063;à;251;417.256;à;22;26;4;23;32;15;9;Zz:;35
So.;02.10.;2;6;8;12;24;30;Zz:;25;2;à;5.702.667,00;20;à;190.088,00;772;à;7.386,00;34.470;à;220;381.541;à;24;6;30;8;24;12;2;Zz:;25
So.;09.10.;2;3;12;25;26;36;Zz:;32;3;à;3.722.589,00;6;à;620.431,00;309;à;18.070,00;17.094;à;435;297.122;à;31;2;26;36;25;12;3;Zz:;32
So.;16.10.;7;9;11;19;21;22;Zz:;30;3;à;3.597.447,00;17;à;211.614,00;857;à;6.296,00;33.300;à;216;444.634;à;20;11;9;22;19;7;21;Zz:;30
So.;23.10.;15;19;26;43;44;45;Zz:;39;JP;;10.619.551,00;2;à;1.769.925,00;149;à;35.636,00;8.960;à;790;190.536;à;46;15;43;45;44;19;26;Zz:;39
So.;30.10.;8;16;31;32;34;43;Zz:;37;DJP;;24.072.698,00;5;à;896.876,00;392;à;17.159,00;19.564;à;458;352.582;à;31;34;16;43;31;8;32;Zz:;37
So.;06.11.;8;16;22;37;38;42;Zz:;32;6;à;7.203.654,00;15;à;425.538,00;455;à;21.043,00;26.583;à;480;477.952;à;33;42;22;38;8;37;16;Zz:;32
So.;13.11.;2;3;23;32;34;35;Zz:;9;JP;;11.553.372,00;15;à;256.741,00;305;à;18.939,00;18.613;à;413;335.436;à;28;2;35;3;32;34;23;Zz:;9
