Datum;Reihenfolge;Zahl1;Zahl2;Zahl3;Zahl4;Zahl5;Zahl6;ZZ;Zusatzzahl;Rang_1_5;Anzahl_1_5;a_1_5;Quote_1_5;Rang_2_6;Anzahl_2_6;a_2_6;Quote_2_6;Rang_3_7;Anzahl_3_7;a_3_7;Quote_3_7;Rang_4_8;Anzahl_4_8;a_4_8;Quote_4_8;
14.08.;aufsteigend;2;14;16;22;32;36;ZZ;21;6er;DJP;;       1.148.653,40;5er + ZZ;               2;à;          78.969,90;5er;              67;à;           1.362,10;4er + ZZ;             142;à;             192,80;
14.08.;;;;;;;;;;4er;           3.263;à;              46,60;3er + ZZ;           3.972;à;              17,20;3er;          51.297;à;               5,30;ZZ;         170.535;à;               1,20;
17.08.;aufsteigend;1;3;7;30;34;36;ZZ;14;6er;3JP;;       1.856.088,20;5er + ZZ;               2;à;          48.636,10;5er;              65;à;           1.632,50;4er + ZZ;             176;à;             180,80;
17.08.;;;;;;;;;;4er;           3.545;à;              49,80;3er + ZZ;           4.928;à;              16,10;3er;          62.158;à;               5,10;ZZ;         175.877;à;               1,20;
21.08.;aufsteigend;14;16;24;26;40;44;ZZ;35;6er;               1;à;       2.854.087,10;5er + ZZ;               4;à;          34.306,20;5er;             124;à;           1.207,20;4er + ZZ;             307;à;             146,20;
21.08.;;;;;;;;;;4er;           5.564;à;              44,80;3er + ZZ;           7.074;à;              15,80;3er;          84.916;à;               5,30;ZZ;         247.985;à;               1,20;
24.08.;aufsteigend;2;7;10;20;36;38;ZZ;22;6er;JP;;         577.937,70;5er + ZZ;               3;à;          26.488,80;5er;              60;à;           1.444,80;4er + ZZ;             181;à;             143,60;
24.08.;;;;;;;;;;4er;           3.129;à;              46,10;3er + ZZ;           4.629;à;              14,00;3er;          51.206;à;               5,10;ZZ;         148.850;à;               1,20;
28.08.;aufsteigend;3;18;27;29;34;42;ZZ;32;6er;DJP;;       1.375.959,00;5er + ZZ;               1;à;         109.727,90;5er;              84;à;           1.425,00;4er + ZZ;             230;à;             156,10;
28.08.;;;;;;;;;;4er;           4.377;à;              45,50;3er + ZZ;           5.655;à;              15,80;3er;          70.493;à;               5,10;ZZ;         194.606;à;               1,20;
31.08.;aufsteigend;1;6;12;14;16;36;ZZ;26;6er;3JP;;       2.175.558,30;5er + ZZ;               4;à;          27.486,20;5er;             111;à;           1.080,50;4er + ZZ;             399;à;              90,10;
31.08.;;;;;;;;;;4er;           4.505;à;              44,30;3er + ZZ;           6.960;à;              12,90;3er;          72.729;à;               4,90;ZZ;         216.090;à;               1,20;
04.09.;aufsteigend;1;2;18;27;32;44;ZZ;40;6er;4JP;;       3.214.498,20;5er + ZZ;               3;à;          47.618,00;5er;              96;à;           1.623,30;4er + ZZ;             266;à;             175,70;
04.09.;;;;;;;;;;4er;           5.144;à;              50,40;3er + ZZ;           6.967;à;              16,70;3er;          87.178;à;               5,30;ZZ;         257.890;à;               1,20;
07.09.;aufsteigend;3;14;17;24;35;44;ZZ;7;6er;               1;à;       4.350.917,00;5er + ZZ;               4;à;          39.064,30;5er;             137;à;           1.244,20;4er + ZZ;             504;à;             101,40;
07.09.;;;;;;;;;;4er;           6.492;à;              43,70;3er + ZZ;           9.384;à;              13,60;3er;          99.120;à;               5,10;ZZ;         321.913;à;               1,20;
11.09.;aufsteigend;7;9;12;14;23;27;ZZ;34;6er;               1;à;       1.000.000,00;5er + ZZ;               2;à;          49.002,50;5er;             123;à;             869,20;4er + ZZ;             206;à;             155,70;
11.09.;;;;;;;;;;4er;           5.444;à;              32,70;3er + ZZ;           5.339;à;              15,00;3er;          77.540;à;               4,10;ZZ;         168.502;à;               1,20;
14.09.;aufsteigend;5;16;18;22;36;37;ZZ;25;6er;JP;;         591.849,00;5er + ZZ;JP;;          81.379,20;5er;              58;à;           1.530,60;4er + ZZ;             119;à;             223,80;
14.09.;;;;;;;;;;4er;           2.702;à;              54,70;3er + ZZ;           3.698;à;              18,00;3er;          46.763;à;               5,70;ZZ;         146.204;à;               1,20;
16.09.;aufsteigend;4;6;15;31;39;41;ZZ;9;6er;DJP;;       1.217.478,50;5er + ZZ;DJP;;         167.403,30;5er;              81;à;           1.158,50;4er + ZZ;             183;à;             153,80;
16.09.;;;;;;;;;;4er;           3.417;à;              45,70;3er + ZZ;           4.643;à;              15,10;3er;          52.063;à;               5,40;ZZ;         183.076;à;               1,20;
18.09.;aufsteigend;4;18;19;21;29;37;ZZ;1;6er;3JP;;       1.897.262,70;5er + ZZ;3JP;;         260.873,60;5er;              88;à;           1.158,70;4er + ZZ;             287;à;             106,50;
18.09.;;;;;;;;;;4er;           3.567;à;              47,60;3er + ZZ;           5.033;à;              15,10;3er;          58.142;à;               5,20;ZZ;         181.105;à;               1,20;
21.09.;aufsteigend;3;7;35;36;39;42;ZZ;4;6er;4JP;;       2.788.571,20;5er + ZZ;               2;à;         191.714,20;5er;              83;à;           1.610,70;4er + ZZ;             215;à;             186,50;
21.09.;;;;;;;;;;4er;           4.848;à;              45,90;3er + ZZ;           5.897;à;              17,00;3er;          79.386;à;               5,00;ZZ;         255.192;à;               1,20;
25.09.;aufsteigend;9;10;12;33;42;43;ZZ;23;6er;               1;à;       3.957.042,00;5er + ZZ;               5;à;          32.132,90;5er;             137;à;           1.279,30;4er + ZZ;             421;à;             124,80;
25.09.;;;;;;;;;;4er;           6.020;à;              48,50;3er + ZZ;           9.402;à;              13,90;3er;         101.240;à;               5,20;ZZ;         297.729;à;               1,20;
28.09.;aufsteigend;5;11;19;27;30;44;ZZ;23;6er;JP;;         591.722,00;5er + ZZ;               1;à;          81.361,70;5er;             108;à;             821,80;4er + ZZ;             210;à;             126,70;
28.09.;;;;;;;;;;4er;           3.764;à;              39,30;3er + ZZ;           4.966;à;              13,40;3er;          58.098;à;               4,60;ZZ;         150.167;à;               1,20;
02.10.;aufsteigend;6;11;13;21;34;39;ZZ;42;6er;DJP;;       1.432.472,20;5er + ZZ;JP;;         115.603,10;5er;             102;à;           1.236,30;4er + ZZ;             259;à;             146,00;
02.10.;;;;;;;;;;4er;           4.949;à;              42,40;3er + ZZ;           5.856;à;              16,10;3er;          78.060;à;               4,80;ZZ;         202.777;à;               1,20;
05.10.;aufsteigend;10;12;25;35;36;42;ZZ;26;6er;3JP;;       2.262.487,10;5er + ZZ;               1;à;         229.730,10;5er;              86;à;           1.447,70;4er + ZZ;             241;à;             154,90;
05.10.;;;;;;;;;;4er;           3.996;à;              51,90;3er + ZZ;           5.963;à;              15,60;3er;          67.367;à;               5,50;ZZ;         230.492;à;               1,20;
09.10.;aufsteigend;10;13;17;22;32;39;ZZ;4;6er;4JP;;       3.318.912,10;5er + ZZ;               5;à;          29.051,60;5er;             146;à;           1.085,30;4er + ZZ;             346;à;             137,30;
09.10.;;;;;;;;;;4er;           6.149;à;              42,90;3er + ZZ;           8.334;à;              14,20;3er;          95.008;à;               5,00;ZZ;         289.221;à;               1,20;
12.10.;aufsteigend;8;16;17;22;27;40;ZZ;35;6er;5JP;;       4.441.249,40;5er + ZZ;               1;à;         154.321,30;5er;             143;à;           1.177,20;4er + ZZ;             402;à;             125,60;
12.10.;;;;;;;;;;4er;           6.756;à;              41,50;3er + ZZ;           9.107;à;              13,80;3er;         107.426;à;               4,70;ZZ;         271.796;à;               1,20;
14.10.;aufsteigend;3;10;24;29;39;41;ZZ;42;6er;               1;à;       5.515.341,00;5er + ZZ;               2;à;          73.843,70;5er;             127;à;           1.268,60;4er + ZZ;             325;à;             148,70;
14.10.;;;;;;;;;;4er;           5.990;à;              44,80;3er + ZZ;           7.401;à;              16,30;3er;          97.611;à;               4,90;ZZ;         264.200;à;               1,20;
16.10.;aufsteigend;8;14;15;22;26;41;ZZ;38;6er;JP;;         723.864,30;5er + ZZ;               1;à;          99.531,30;5er;              81;à;           1.340,40;4er + ZZ;             226;à;             144,10;
16.10.;;;;;;;;;;4er;           4.022;à;              44,90;3er + ZZ;           5.395;à;              15,00;3er;          65.379;à;               5,00;ZZ;         168.965;à;               1,20;
19.10.;aufsteigend;2;13;15;21;37;43;ZZ;10;6er;DJP;;       1.443.732,60;5er + ZZ;               2;à;          49.490,90;5er;              74;à;           1.459,10;4er + ZZ;             161;à;             201,20;
19.10.;;;;;;;;;;4er;           3.345;à;              53,80;3er + ZZ;           5.040;à;              16,00;3er;          57.189;à;               5,60;ZZ;         212.113;à;               1,20;
23.10.;aufsteigend;6;8;12;37;39;43;ZZ;28;6er;3JP;;       2.374.960,70;5er + ZZ;               2;à;          64.021,90;5er;              89;à;           1.569,40;4er + ZZ;             273;à;             153,40;
23.10.;;;;;;;;;;4er;           4.614;à;              50,40;3er + ZZ;           7.074;à;              14,80;3er;          79.494;à;               5,30;ZZ;         254.446;à;               1,20;
26.10.;aufsteigend;9;22;25;34;37;45;ZZ;3;6er;               1;à;       3.257.978,00;5er + ZZ;               4;à;          30.353,70;5er;             121;à;           1.094,60;4er + ZZ;             240;à;             165,50;
26.10.;;;;;;;;;;4er;           4.459;à;              49,50;3er + ZZ;           6.285;à;              15,80;3er;          71.172;à;               5,60;ZZ;         270.390;à;               1,20;
30.10.;aufsteigend;2;11;16;25;38;41;ZZ;7;6er;JP;;         721.818,70;5er + ZZ;               5;à;          19.850,00;5er;              72;à;           1.503,70;4er + ZZ;             226;à;             143,70;
30.10.;;;;;;;;;;4er;           3.656;à;              49,30;3er + ZZ;           5.595;à;              14,50;3er;          59.121;à;               5,50;ZZ;         219.680;à;               1,20;
02.11.;aufsteigend;2;14;15;22;28;42;ZZ;12;6er;DJP;;       1.457.563,70;5er + ZZ;JP;;         101.164,90;5er;              86;à;           1.283,20;4er + ZZ;             258;à;             128,30;
02.11.;;;;;;;;;;4er;           3.973;à;              46,20;3er + ZZ;           6.040;à;              13,70;3er;          64.667;à;               5,10;ZZ;         206.325;à;               1,20;
06.11.;aufsteigend;2;4;15;30;32;34;ZZ;43;6er;               2;à;       1.224.346,10;5er + ZZ;               1;à;         237.445,10;5er;              94;à;           1.581,50;4er + ZZ;             263;à;             169,50;
06.11.;;;;;;;;;;4er;           5.070;à;              48,80;3er + ZZ;           6.512;à;              17,10;3er;          82.118;à;               5,40;ZZ;         252.964;à;               1,20;
09.11.;aufsteigend;2;13;23;27;28;45;ZZ;14;6er;JP;;         618.614,20;5er + ZZ;               5;à;          17.011,80;5er;              76;à;           1.220,90;4er + ZZ;             194;à;             143,40;
09.11.;;;;;;;;;;4er;           3.485;à;              44,30;3er + ZZ;           4.430;à;              15,70;3er;          56.148;à;               4,90;ZZ;         152.219;à;               1,20;
11.11.;aufsteigend;6;15;16;17;23;42;ZZ;18;6er;DJP;;       1.272.234,40;5er + ZZ;               2;à;          44.936,30;5er;              65;à;           1.508,30;4er + ZZ;             171;à;             172,00;
11.11.;;;;;;;;;;4er;           3.491;à;              46,80;3er + ZZ;           4.366;à;              16,80;3er;          56.086;à;               5,20;ZZ;         168.007;à;               1,20;
13.11.;aufsteigend;3;11;17;29;37;41;ZZ;8;6er;3JP;;       1.984.605,40;5er + ZZ;               4;à;          24.487,70;5er;             110;à;             971,40;4er + ZZ;             239;à;             134,10;
13.11.;;;;;;;;;;4er;           4.533;à;              39,20;3er + ZZ;           5.933;à;              13,50;3er;          66.318;à;               4,80;ZZ;         204.184;à;               1,20;
16.11.;aufsteigend;4;5;8;22;37;38;ZZ;9;6er;               2;à;       1.457.977,80;5er + ZZ;               2;à;          64.030,30;5er;              89;à;           1.569,60;4er + ZZ;             231;à;             181,40;
16.11.;;;;;;;;;;4er;           4.860;à;              47,90;3er + ZZ;           7.236;à;              14,40;3er;          81.724;à;               5,10;ZZ;         266.141;à;               1,20;
20.11.;aufsteigend;1;11;16;20;35;45;ZZ;41;6er;               1;à;       1.000.000,00;5er + ZZ;               3;à;          32.658,40;5er;              92;à;           1.161,70;4er + ZZ;             216;à;             148,40;
20.11.;;;;;;;;;;4er;           3.881;à;              45,80;3er + ZZ;           4.602;à;              17,40;3er;          63.285;à;               5,00;ZZ;         172.183;à;               1,20;
23.11.;aufsteigend;14;28;32;33;43;44;ZZ;20;6er;JP;;         589.208,40;5er + ZZ;               1;à;          81.016,10;5er;              55;à;           1.606,90;4er + ZZ;             154;à;             172,10;
23.11.;;;;;;;;;;4er;           2.943;à;              50,00;3er + ZZ;           3.877;à;              17,00;3er;          48.428;à;               5,50;ZZ;         158.026;à;               1,20;
27.11.;aufsteigend;7;13;18;37;39;45;ZZ;40;6er;DJP;;       1.407.989,40;5er + ZZ;               1;à;         112.582,30;5er;              68;à;           1.806,10;4er + ZZ;             242;à;             152,20;
27.11.;;;;;;;;;;4er;           4.321;à;              47,30;3er + ZZ;           5.394;à;              17,00;3er;          70.409;à;               5,20;ZZ;         207.003;à;               1,20;
30.11.;aufsteigend;12;14;28;31;33;42;ZZ;5;6er;3JP;;       2.244.668,20;5er + ZZ;               2;à;          57.521,60;5er;              78;à;           1.608,90;4er + ZZ;             252;à;             149,40;
30.11.;;;;;;;;;;4er;           4.285;à;              48,80;3er + ZZ;           6.447;à;              14,60;3er;          72.227;à;               5,20;ZZ;         246.939;à;               1,20;
04.12.;aufsteigend;10;17;25;27;35;43;ZZ;21;6er;4JP;;       3.340.857,10;5er + ZZ;               2;à;          75.362,90;5er;             126;à;           1.304,90;4er + ZZ;             311;à;             158,60;
04.12.;;;;;;;;;;4er;           6.244;à;              43,80;3er + ZZ;           8.260;à;              14,90;3er;          98.006;à;               5,00;ZZ;         295.613;à;               1,20;
07.12.;aufsteigend;1;12;19;22;29;35;ZZ;38;6er;5JP;;       4.513.544,70;5er + ZZ;               2;à;          80.622,20;5er;             124;à;           1.418,50;4er + ZZ;             305;à;             173,00;
07.12.;;;;;;;;;;4er;           6.481;à;              45,20;3er + ZZ;           7.896;à;              16,70;3er;         105.714;à;               5,00;ZZ;         286.680;à;               1,20;
11.12.;aufsteigend;8;13;27;36;37;40;ZZ;12;6er;6JP;;       5.904.741,80;5er + ZZ;               3;à;          63.763,10;5er;             167;à;           1.249,50;4er + ZZ;             457;à;             136,90;
11.12.;;;;;;;;;;4er;           7.433;à;              46,70;3er + ZZ;          10.015;à;              15,60;3er;         119.464;à;               5,20;ZZ;         392.757;à;               1,20;
14.12.;aufsteigend;6;19;20;22;29;39;ZZ;33;6er;7JP;;       7.710.363,90;5er + ZZ;               3;à;          82.757,60;5er;             197;à;           1.374,80;4er + ZZ;             504;à;             161,20;
14.12.;;;;;;;;;;4er;          10.046;à;              44,90;3er + ZZ;          13.672;à;              14,80;3er;         162.719;à;               5,00;ZZ;         474.295;à;               1,20;
18.12.;aufsteigend;5;11;27;28;39;44;ZZ;36;6er;               2;à;       5.199.031,70;5er + ZZ;              10;à;          36.955,80;5er;             367;à;           1.098,50;4er + ZZ;             796;à;             151,90;
18.12.;;;;;;;;;;4er;          15.212;à;              44,10;3er + ZZ;          19.624;à;              15,40;3er;         243.885;à;               4,90;ZZ;         679.763;à;               1,20;
21.12.;aufsteigend;10;13;29;30;32;42;ZZ;36;6er;JP;;         692.368,90;5er + ZZ;               2;à;          47.600,30;5er;              93;à;           1.116,70;4er + ZZ;             176;à;             177,00;
21.12.;;;;;;;;;;4er;           3.438;à;              50,30;3er + ZZ;           4.612;à;              16,80;3er;          57.743;à;               5,40;ZZ;         166.435;à;               1,20;
25.12.;aufsteigend;7;12;31;37;40;41;ZZ;45;6er;DJP;;       1.708.635,50;5er + ZZ;               5;à;          27.947,30;5er;             115;à;           1.325,50;4er + ZZ;             217;à;             210,70;
25.12.;;;;;;;;;;4er;           4.891;à;              51,90;3er + ZZ;           6.435;à;              17,70;3er;          83.543;à;               5,50;ZZ;         261.494;à;               1,20;
28.12.;aufsteigend;1;5;12;30;34;36;ZZ;40;6er;3JP;;       2.576.292,30;5er + ZZ;               1;à;         119.302,80;5er;              94;à;           1.384,50;4er + ZZ;             193;à;             202,30;
28.12.;;;;;;;;;;4er;           4.384;à;              49,40;3er + ZZ;           5.711;à;              17,00;3er;          75.318;à;               5,20;ZZ;         213.461;à;               1,20;
