451,24,36,63,70,84
452,6,52,57,68,86
453,20,28,47,51,71
454,23,60,76,84,86
455,6,15,22,33,44
456,13,21,44,47,52
457,13,47,68,70,86
458,45,52,59,69,81
459,12,26,65,66,83
460,3,35,37,43,52
461,1,11,19,31,37
462,2,3,32,59,73
463,16,27,45,53,70
464,30,55,59,71,80
465,2,27,28,32,90
466,12,38,45,66,76
467,4,7,19,58,63
468,11,16,39,49,74
469,29,40,46,72,90
470,5,20,22,49,70
471,4,20,28,40,53
472,19,20,30,43,65
473,23,26,27,86,87
474,5,10,54,59,80
475,3,26,31,46,66
476,3,59,63,66,84
477,40,44,62,75,84
478,2,10,39,44,68
479,15,39,42,52,55
480,23,32,37,62,79
481,15,18,19,29,39
482,38,43,48,57,74
483,1,12,42,71,85
484,24,42,46,47,81
485,8,14,24,32,54
486,5,15,38,51,76
487,43,50,66,78,80
488,8,24,51,86,87
489,12,30,51,66,73
490,11,14,37,57,58
491,6,13,34,39,51
492,11,59,61,74,80
493,20,43,44,46,55
494,7,31,36,48,66
495,9,17,69,72,85
496,30,31,35,43,54
497,7,25,34,37,46
498,5,31,64,76,86
499,17,21,70,77,83
500,1,15,48,53,62
501,26,66,77,82,87
502,15,24,48,59,65
503,10,12,22,39,68
504,12,25,31,56,57
505,42,44,49,70,78
506,30,31,39,78,83
507,22,59,62,80,90
508,16,30,32,49,73
509,2,13,15,36,69
510,55,68,76,78,81
511,14,27,64,70,85
512,8,12,38,45,85
513,13,15,30,31,41
514,13,26,42,79,84
515,9,30,39,52,75
516,13,50,53,59,70
517,23,26,33,53,60
518,12,37,62,82,83
519,25,39,45,54,65
520,20,23,39,70,78
521,18,33,53,75,89
522,26,39,40,52,53
523,1,30,37,55,82
524,3,45,56,57,86
525,1,15,45,68,70
526,2,12,23,57,78
527,6,18,26,76,77
528,6,15,23,43,68
529,2,3,47,61,67
530,3,19,41,55,61
531,1,31,55,77,88
532,7,14,19,37,44
533,21,33,43,56,79
534,4,20,24,36,39
535,4,12,31,75,85
536,28,47,58,72,75
537,34,41,56,59,61
538,5,15,32,52,83
539,5,16,70,82,85
540,20,31,34,69,84
541,15,33,56,60,76
542,20,26,59,72,75
543,16,24,40,64,73
544,9,16,49,54,68
545,3,15,19,63,89
546,15,18,37,48,72
547,47,51,53,57,63
548,6,23,41,81,85
549,18,28,29,33,59
550,2,12,29,68,86
551,28,38,52,56,65
552,39,62,73,83,90
553,1,7,30,44,69
554,24,75,83,84,85
555,7,26,37,81,88
556,11,42,53,64,66
557,16,23,26,74,75
558,16,22,28,40,54
559,7,33,35,83,89
560,19,43,46,47,52
561,20,44,52,65,83
562,17,29,74,76,82
563,11,12,31,49,58
564,19,24,47,60,88
565,19,26,53,60,89
566,14,21,22,58,64
567,18,20,30,42,51
568,23,30,45,56,71
569,11,36,43,63,66
570,1,25,27,69,81
571,21,36,68,69,87
572,1,6,23,46,50
573,24,25,43,60,85
574,1,23,39,50,65
575,35,75,80,84,86
576,15,17,68,71,89
577,5,44,63,73,83
578,39,45,57,77,81
579,45,67,69,76,88
580,2,18,43,48,53
581,7,18,59,60,65
582,3,29,66,79,83
583,40,54,60,64,65
584,4,15,24,78,82
585,7,21,48,55,82
586,10,30,44,65,66
587,12,41,59,61,66
588,45,56,65,81,83
589,19,32,36,52,76
590,12,18,25,40,67
591,2,4,61,62,89
592,4,24,32,46,84
593,9,18,45,57,71
594,2,6,34,35,76
595,4,34,48,66,83
596,6,11,40,47,86
597,6,26,27,33,75
598,4,26,67,68,71
599,24,37,39,48,74
600,1,4,40,57,70
601,33,59,63,76,84
602,4,22,32,33,35
603,3,20,27,42,51
604,16,50,74,76,78
605,35,57,74,84,87
606,7,10,56,58,84
607,35,59,78,85,88
608,23,65,75,84,88
609,20,56,63,68,84
610,7,14,50,68,90
611,28,50,64,79,82
612,28,55,57,82,83
613,4,20,43,52,85
614,37,50,65,87,89
615,2,22,36,60,76
616,15,52,55,71,83
617,15,20,37,42,51
618,11,42,45,63,76
619,2,13,72,83,84
620,9,33,42,68,74
621,8,10,51,59,74
622,22,29,40,48,86
623,6,22,23,47,84
624,26,39,41,84,88
625,1,19,34,51,67
626,35,60,74,77,84
627,2,34,66,77,82
628,24,29,53,71,72
629,40,54,73,81,85
630,18,41,42,52,89
631,17,31,32,53,72
632,1,56,69,75,76
633,5,22,51,70,72
634,15,38,66,70,76
635,5,15,36,73,75
636,1,2,18,58,74
637,12,21,33,57,59
638,26,39,70,71,82
639,3,10,48,61,76
640,5,30,55,70,85
641,4,8,31,81,83
642,4,17,70,71,75
643,11,30,63,66,84
644,4,28,38,69,72
645,37,45,48,52,74
646,2,60,66,73,84
647,24,26,39,40,78
648,1,15,22,50,80
649,15,41,43,45,89
650,6,28,38,49,69
651,12,23,30,33,61
652,2,8,38,44,50
653,10,29,62,74,83
654,13,19,31,53,73
655,26,30,36,41,81
656,1,7,14,35,43
657,25,32,36,43,63
658,15,37,46,55,59
659,3,11,16,22,87
660,13,19,26,53,73
661,39,42,47,81,89
662,2,9,11,37,46
663,1,3,38,63,72
664,11,23,32,66,73
665,25,49,76,78,85
666,3,53,73,76,89
667,14,17,21,28,50
668,11,18,26,67,83
669,4,44,65,73,89
670,31,46,70,74,78
671,9,18,76,85,90
672,17,19,29,36,78
673,4,6,52,77,78
674,15,37,51,83,86
675,2,30,50,72,84
676,24,52,58,61,78
677,1,10,42,55,73
678,18,36,49,64,80
679,18,23,45,53,64
680,28,38,55,68,82
681,8,22,53,63,71
682,10,61,71,77,83
683,1,29,50,55,70
684,20,24,61,86,90
685,9,24,54,79,82
686,4,9,29,64,65
687,13,26,27,30,45
688,12,38,39,57,79
689,3,16,31,52,53
690,8,9,54,69,87
691,25,35,42,57,87
692,13,17,42,43,46
693,5,42,46,71,81
694,4,22,68,72,82
695,6,28,33,41,45
696,3,25,48,55,80
697,21,38,46,61,65
698,15,19,45,63,68
699,60,73,75,82,86
700,55,61,63,86,90
701,6,32,57,66,77
702,5,35,47,66,78
703,18,19,54,57,84
704,4,27,29,62,72
705,15,28,51,52,73
706,1,6,8,59,71
707,16,24,33,54,84
708,9,16,26,73,75
709,1,11,21,29,81
710,9,14,15,26,45
711,9,12,35,56,58
712,11,34,41,56,69
713,4,43,61,77,80
714,1,2,16,51,90
715,15,23,41,67,73
716,25,29,48,66,89
717,1,6,20,33,38
718,4,28,58,59,85
719,2,54,66,78,81
720,4,9,13,32,70
721,3,4,32,83,90
722,1,7,17,40,81
723,31,37,66,73,77
724,25,66,76,77,90
725,1,13,33,46,54
726,2,38,44,61,76
727,27,33,38,71,81
728,10,16,29,34,42
729,20,43,53,54,58
730,17,21,57,62,71
731,4,7,31,54,57
732,7,11,15,66,79
733,14,32,53,70,86
734,20,44,52,74,85
735,26,31,33,36,37
736,11,25,57,79,86
737,7,22,79,86,88
738,5,19,26,62,64
739,4,16,22,39,69
740,18,22,29,47,51
741,27,43,53,74,75
742,2,29,31,43,85
743,16,43,48,76,86
744,4,41,56,84,85
745,9,12,36,51,60
746,26,34,66,67,83
747,1,23,24,39,62
748,1,15,43,44,51
749,11,24,31,60,84
750,10,13,28,52,65
751,9,13,16,39,67
752,9,13,29,33,64
753,9,22,24,49,88
754,2,9,39,69,75
755,5,14,36,46,54
756,31,52,55,59,62
757,11,27,69,72,77
758,1,25,38,71,74
759,33,45,57,73,88
760,22,31,53,67,84
761,34,41,61,76,84
762,22,23,31,42,73
763,3,40,57,75,83
764,11,20,44,46,88
765,7,16,33,65,78
766,1,33,42,65,70
767,2,38,40,50,84
768,32,37,48,70,87
769,14,24,64,74,81
770,2,23,26,27,50
771,20,27,63,81,82
772,4,7,56,71,83
773,5,16,30,50,55
774,3,15,16,56,89
775,27,33,39,65,83
776,4,8,18,86,89
777,3,11,28,43,75
778,53,57,62,82,90
779,4,44,47,63,89
780,10,53,54,65,71
781,7,8,24,56,85
782,11,36,38,79,89
783,29,55,64,77,87
784,16,51,69,78,87
785,10,14,28,35,41
786,9,29,57,69,74
787,10,34,42,66,85
788,10,23,29,58,65
789,11,13,49,57,60
790,12,27,44,52,57
791,2,24,26,34,88
792,14,16,28,46,58
793,3,18,20,71,81
794,10,23,61,68,72
795,5,24,59,62,86
796,18,42,45,72,80
797,4,14,27,38,41
798,9,12,15,49,66
799,15,17,34,80,90
800,11,13,18,39,76
801,40,50,70,73,89
802,6,27,60,71,82
803,4,21,26,71,83
804,9,34,50,63,90
805,1,15,26,55,59
806,15,22,23,70,88
807,28,34,36,42,86
808,25,30,40,55,74
809,11,21,32,84,85
810,1,18,30,69,90
811,25,38,51,55,85
812,27,37,39,57,66
813,9,35,42,87,88
814,2,4,17,25,41
815,3,11,24,35,77
816,17,26,57,59,78
817,28,30,35,46,83
818,1,3,47,76,78
819,40,46,63,71,77
820,13,14,39,81,87
821,20,41,44,68,71
822,24,56,73,89,90
823,21,24,26,35,71
824,9,62,69,83,90
825,10,16,25,36,56
826,19,29,47,54,83
827,31,44,71,73,82
828,11,24,42,59,78
829,1,6,18,35,79
830,46,65,75,84,85
831,52,54,72,77,83
832,9,14,21,55,77
833,21,41,45,49,63
834,3,10,14,30,63
835,14,30,47,58,77
836,14,20,30,55,75
837,7,49,63,64,72
838,13,49,66,75,79
839,22,39,49,60,70
840,11,24,38,39,81
841,18,36,65,79,89
842,8,13,39,43,63
843,16,22,62,79,90
844,1,8,34,74,86
845,14,23,72,85,86
846,2,32,47,61,67
847,16,43,56,57,86
848,45,54,79,81,82
849,27,36,37,55,57
850,5,21,35,62,76
851,52,54,65,72,88
852,14,41,48,50,52
853,4,27,29,74,85
854,20,25,31,60,79
855,5,13,21,27,81
856,14,27,40,52,74
857,25,42,48,73,87
858,15,17,37,48,57
859,5,24,30,44,57
860,1,6,14,18,88
861,3,39,40,82,83
862,25,38,40,55,76
863,11,12,35,61,76
864,13,37,51,59,61
865,19,21,42,73,87
866,4,12,45,65,66
867,17,38,39,55,85
868,16,35,54,65,68
869,17,18,66,73,90
870,15,22,63,81,89
871,13,16,46,65,69
872,34,45,76,77,83
873,36,44,47,83,89
874,2,15,29,73,75
875,4,17,19,53,61
876,11,62,69,74,90
877,38,49,73,78,83
878,11,17,69,71,80
879,1,29,34,73,88
880,15,28,35,65,73
881,9,22,55,70,79
882,10,24,51,57,76
883,12,22,28,56,60
884,15,23,34,44,67
885,8,11,13,21,43
886,3,10,66,69,82
887,24,28,34,49,56
888,9,29,38,80,86
889,8,46,56,79,84
890,13,35,61,64,66
891,50,53,63,79,86
892,9,33,61,72,90
893,44,71,73,76,84
894,3,7,8,16,59
895,19,27,40,80,87
896,52,55,56,64,81
897,21,45,52,69,83
898,13,63,65,66,74
899,1,33,49,56,69
900,35,36,42,47,60
901,5,19,21,44,69
902,13,35,39,42,58
903,6,19,31,72,81
904,3,18,19,60,79
905,7,11,16,50,86
906,38,45,56,63,78
907,5,30,72,87,88
908,5,14,15,56,79
909,36,40,52,79,80
910,15,22,28,41,57
911,33,37,40,51,52
912,4,51,66,74,83
913,34,44,55,62,75
914,3,19,50,59,70
915,31,44,55,67,73
916,8,36,44,55,76
917,3,33,53,60,61
918,4,16,22,48,88
919,17,18,40,42,58
920,4,32,34,36,78
921,22,32,51,75,83
922,2,9,28,30,78
923,3,31,39,73,81
924,6,15,36,38,75
925,11,12,28,64,81
926,4,10,37,42,51
927,12,17,45,59,75
928,17,24,47,68,84
929,7,24,36,57,70
930,18,35,56,88,90
931,4,29,33,44,73
932,27,36,57,71,86
933,7,8,69,80,84
934,14,16,32,53,54
935,1,6,62,72,75
936,41,50,80,83,85
937,41,47,77,82,84
938,3,4,25,29,65
939,37,50,69,77,81
940,9,27,59,72,74
941,16,20,41,59,60
942,2,19,63,72,82
943,21,29,58,62,71
944,2,16,36,37,72
945,19,37,49,86,89
946,8,27,28,33,58
947,9,20,47,50,78
948,14,30,32,37,67
949,31,32,54,76,89
950,2,8,37,38,54
951,30,33,40,55,88
952,22,66,67,87,89
953,30,42,60,75,80
954,38,55,65,66,67
955,24,48,50,55,80
956,8,11,17,45,81
957,16,60,65,77,78
958,11,13,22,38,47
959,49,61,66,69,75
960,27,29,34,37,59
961,23,47,61,69,82
962,28,38,47,62,79
963,56,67,72,75,80
964,1,27,29,74,78
965,7,10,53,56,61
966,2,5,17,36,73
967,31,32,44,68,75
968,18,27,31,38,44
969,12,26,69,70,71
970,6,75,82,83,86
971,1,32,33,40,69
972,16,38,48,56,60
973,7,44,46,77,83
974,26,43,57,64,71
975,6,25,32,43,82
976,18,26,49,68,76
977,9,23,37,40,83
978,10,27,32,59,75
979,33,55,62,86,88
980,11,26,35,51,85
981,39,43,51,63,77
982,9,29,37,52,65
983,4,19,38,40,60
984,10,21,49,56,67
985,1,24,49,67,71
986,2,11,25,32,67
987,22,30,34,39,75
988,2,18,32,55,59
989,28,33,65,86,88
990,6,29,58,71,81
991,12,35,41,44,73
992,19,20,28,63,89
993,10,23,47,58,84
994,5,40,66,81,87
995,24,38,45,48,89
996,27,31,41,49,60
997,1,6,27,40,58
998,13,36,53,59,75
999,38,47,49,58,69
1000,36,46,55,59,72
1001,13,70,72,76,78
1002,30,42,61,65,66
1003,22,36,40,55,61
1004,20,33,51,76,79
1005,8,13,47,56,85
1006,11,20,27,32,55
1007,11,24,34,64,89
1008,9,20,21,59,68
1009,12,26,36,46,49
1010,24,31,67,71,73
1011,4,15,46,49,59
1012,1,4,8,69,74
1013,12,28,34,61,70
1014,24,33,34,39,54
1015,23,25,28,66,76
1016,3,14,24,73,83
1017,13,40,55,56,76
1018,32,45,55,70,78
1019,59,68,75,80,85
1020,20,22,23,50,67
1021,16,30,81,83,87
1022,20,40,52,54,90
1023,7,24,25,50,76
1024,10,29,60,74,86
1025,25,28,45,55,74
1026,7,12,18,38,90
1027,6,24,25,53,79
1028,17,18,28,35,90
1029,7,29,30,77,80
1030,17,18,51,52,75
1031,4,56,74,77,89
1032,23,33,34,71,89
1033,1,5,22,44,88
1034,2,6,47,74,80
1035,7,37,40,46,51
1036,7,20,35,58,83
1037,1,45,60,61,82
1038,25,35,37,74,86
1039,32,41,59,66,79
1040,18,38,41,67,89
1041,55,56,58,61,71
1042,20,32,43,65,73
1043,46,50,58,62,76
1044,12,60,66,67,72
1045,17,60,66,71,85
1046,4,23,42,61,64
1047,23,31,42,73,85
1048,3,21,28,30,33
1049,2,23,65,71,84
1050,13,33,73,77,78
1051,10,21,29,40,87
1052,21,29,37,48,68
1053,7,21,33,39,86
1054,54,56,57,59,71
1055,1,28,47,56,70
1056,5,12,31,53,60
1057,18,42,54,83,89
1058,37,42,44,61,62
1059,3,17,20,37,40
1060,33,42,50,69,85
1061,2,3,53,60,69
1062,17,18,33,41,59
1063,22,26,43,74,81
1064,3,5,13,60,88
1065,14,26,48,71,85
1066,15,20,25,47,66
1067,5,21,43,52,64
1068,8,25,64,72,79
1069,8,17,35,49,67
1070,11,24,34,41,87
1071,12,21,42,43,65
1072,20,21,41,62,77
1073,11,37,40,52,73
1074,23,24,51,59,78
1075,13,15,16,28,54
1076,11,12,18,76,79
1077,39,58,61,62,71
1078,52,55,60,67,81
1079,3,10,27,36,56
1080,9,28,56,87,90
1081,41,47,59,71,74
1082,6,11,30,78,80
1083,10,16,47,67,70
1084,6,19,47,52,85
1085,5,30,32,49,79
1086,6,56,71,81,85
1087,1,17,37,49,68
1088,3,25,51,80,86
1089,15,37,39,80,81
1090,27,31,54,66,76
1091,28,38,65,77,90
1092,6,33,43,73,74
1093,1,37,41,72,75
1094,22,35,43,50,69
1095,27,52,54,61,90
1096,26,37,53,65,79
1097,50,71,75,79,88
1098,2,3,24,58,87
1099,2,19,49,53,54
1100,27,35,39,68,71
1101,6,13,55,66,81
1102,13,51,55,62,74
1103,12,13,19,28,85
1104,18,20,61,77,90
1105,20,31,36,61,66
1106,27,30,32,47,90
1107,2,6,43,72,81
1108,2,28,29,45,81
1109,22,36,63,68,74
1110,10,22,43,52,68
1111,25,27,54,72,84
1112,2,15,32,42,75
1113,24,50,54,60,77
1114,1,21,25,60,78
1115,42,51,56,63,88
1116,8,23,25,54,79
1117,19,27,51,70,84
1118,28,52,69,70,90
1119,56,77,79,85,89
1120,11,31,45,53,83
1121,5,16,52,58,66
1122,31,36,48,50,54
1123,6,20,26,72,82
1124,5,11,50,67,69
1125,19,52,63,72,81
1126,12,55,71,74,85
1127,6,22,26,28,34
1128,47,60,66,81,89
1129,14,26,43,62,88
1130,4,40,42,51,76
1131,3,16,45,46,61
1132,2,32,36,41,43
1133,1,6,25,29,41
1134,4,20,43,58,67
1135,3,15,39,67,76
1136,25,27,73,76,77
1137,13,45,48,54,90
1138,35,38,46,61,62
1139,12,36,40,71,72
1140,14,19,44,45,67
1141,22,23,51,78,89
1142,5,7,46,52,84
1143,3,18,58,59,72
1144,12,27,56,58,63
1145,5,12,15,17,69
1146,1,12,24,52,87
1147,13,15,28,45,79
1148,10,31,45,71,78
1149,4,9,11,37,53
1150,12,28,37,61,80
1151,21,26,27,42,73
1152,15,32,42,47,52
1153,24,61,68,75,85
